race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
1,32,58,1,11,5.624992,2.159256,1,0,0
1,40,27,0,10,5.441422,1.752542,0,1,0
1,40,30,0,12,5.470168,1.781288,0,1,0
1,40,27,0,15,6.437752,2.748872,0,1,0
1,50,63,0,12,6.632818,2.720795,1,0,0
0,40,29,0,16,6.323803,2.634924,0,0,1
1,40,60,0,16,6.175389,2.48651,1,0,0
1,50,24,0,16,5.818717,1.906694,0,1,0
1,40,58,0,14,7.016951,3.328071,1,0,0
1,60,48,0,13,6.64539,2.551045,1,0,0
1,60,49,0,16,7.050859,2.956515,1,0,0
1,70,37,0,12,7.274001,3.025506,0,1,0
1,40,54,0,11,5.900938,2.212058,0,0,1
1,40,63,0,8,6.763169,3.074289,1,0,0
0,40,23,0,13,6.785158,3.096279,0,1,0
0,40,21,0,12,5.192957,1.504077,0,1,0
0,40,21,0,12,5.192957,1.504077,0,1,0
0,60,43,0,12,6.868536,2.774192,1,0,0
0,40,37,0,13,6.511864,2.822985,0,0,1
0,40,34,0,16,5.991465,2.302585,0,1,0
0,40,45,0,14,6.763169,3.074289,1,0,0
0,40,64,0,12,5.559219,1.87034,0,0,1
1,40,31,0,14,6.945494,3.256615,1,0,0
1,43,61,0,12,6.763169,3.001969,1,0,0
1,40,20,0,12,5.207791,1.518911,0,1,0
1,40,48,0,8,6.394594,2.705714,1,0,0
1,32,20,0,12,4.49981,1.034074,0,1,0
1,40,19,0,12,4.96515,1.27627,0,1,0
1,40,31,0,12,6.608621,2.919742,1,0,0
1,40,59,0,16,5.926926,2.238047,1,0,0
1,40,44,0,18,7.016951,3.328071,1,0,0
1,16,18,1,11,4.138202,1.365613,0,1,0
1,48,47,0,12,7.099648,3.228446,1,0,0
1,15,19,1,11,5.035978,2.327928,0,1,0
1,40,63,0,12,6.567431,2.878552,1,0,0
1,40,25,0,16,6.39693,2.70805,0,1,0
1,24,35,0,18,7.255167,4.077114,1,0,0
1,45,25,0,16,5.630782,1.824119,0,1,0
1,45,24,0,16,6.087638,2.280976,0,1,0
1,55,56,0,15,6.827716,2.820383,1,0,0
1,57,30,0,16,6.763169,2.720117,0,0,1
1,32,56,1,12,5.952256,2.48652,1,0,0
1,45,37,0,12,6.945494,3.138832,1,0,0
1,40,31,0,16,6.64539,2.956511,1,0,0
1,75,39,0,14,6.390492,2.073004,1,0,0
1,70,35,0,12,6.482878,2.234383,1,0,0
0,45,38,0,12,5.595566,1.788903,0,1,0
1,42,33,0,10,5.952256,2.214586,1,0,0
1,44,59,0,18,6.963842,3.179653,0,0,1
1,48,49,0,9,6.740696,2.869496,1,0,0
1,37,24,0,12,5.729093,2.118175,0,1,0
1,40,27,0,14,6.364355,2.675475,1,0,0
1,45,31,0,12,5.521461,1.714798,1,0,0
1,40,40,0,17,6.288713,2.599834,0,1,0
0,40,46,0,14,6.868536,3.179657,1,0,0
1,16,38,0,16,6.442906,3.670318,1,0,0
1,50,41,0,18,7.130899,3.218876,1,0,0
0,40,46,0,12,4.99084,1.301961,1,0,0
1,55,34,0,12,6.288713,2.28138,1,0,0
1,30,57,1,8,6.029194,2.627996,0,1,0
1,60,30,0,16,6.001043,1.906699,0,1,0
1,40,28,0,12,6.083269,2.394389,1,0,0
0,60,23,0,12,5.664557,1.570212,0,1,0
0,40,31,0,12,6.571289,2.88241,0,0,1
0,40,42,0,12,6.659294,2.970414,1,0,0
1,40,49,0,12,7.274001,3.585122,1,0,0
1,15,21,1,15,4.471639,1.763589,0,1,0
1,60,36,0,14,6.64539,2.551045,1,0,0
0,20,18,1,11,6.827716,3.831984,0,1,0
1,48,24,0,12,5.683988,1.812787,1,0,0
1,40,61,0,9,6.453026,2.764147,1,0,0
1,30,25,1,12,5.116016,1.714818,1,0,0
1,65,36,0,18,6.647883,2.473496,1,0,0
1,40,29,0,16,6.511864,2.822985,1,0,0
1,40,46,0,13,6.763169,3.074289,1,0,0
1,45,19,0,12,5.8549,2.048238,0,1,0
0,38,64,0,9,6.092011,2.454425,1,0,0
1,40,50,0,8,5.130372,1.441493,1,0,0
0,40,33,0,9,5.664557,1.975677,0,0,1
1,40,54,0,18,6.717708,3.028829,1,0,0
1,50,37,0,10,7.050859,3.138836,1,0,0
1,40,30,0,14,6.35437,2.665491,0,1,0
1,40,19,0,13,5.630674,1.941795,0,1,0
1,60,41,0,12,6.567431,2.473087,1,0,0
1,40,57,0,16,7.274001,3.585122,1,0,0
1,56,37,0,12,6.047561,2.02221,0,0,1
1,40,50,0,15,6.694178,3.005299,1,0,0
1,20,21,1,14,4.902456,1.906724,0,1,0
1,40,26,0,18,5.441422,1.752542,0,1,0
1,40,24,0,13,5.952256,2.263376,0,1,0
1,40,25,0,11,5.164786,1.475906,0,1,0
1,40,53,0,12,5.354414,1.665535,1,0,0
1,16,32,0,9,5.83021,3.057621,1,0,0
1,40,61,0,12,6.19518,2.506301,1,0,0
1,40,48,0,14,6.175389,2.48651,1,0,0
1,55,31,0,18,7.088476,3.081142,1,0,0
1,35,57,0,10,6.092011,2.536663,1,0,0
1,40,33,0,16,6.178939,2.49006,1,0,0
1,50,34,0,12,6.511864,2.599841,1,0,0
1,2,30,1,14,6.092011,5.398864,1,0,0
1,54,39,0,16,6.868536,2.879552,1,0,0
1,40,27,0,18,6.570127,2.881247,0,1,0
1,40,26,0,18,6.132595,2.443716,0,1,0
1,40,25,0,18,6.132595,2.443716,0,1,0
0,40,39,0,14,6.55382,2.86494,1,0,0
1,50,39,0,18,6.757874,2.845851,1,0,0
0,70,54,0,12,5.664557,1.416061,1,0,0
1,40,57,0,12,6.64539,2.956511,1,0,0
1,40,56,0,12,6.134569,2.397895,1,0,0
1,50,36,0,12,6.214608,2.525729,1,0,0
0,40,49,0,6,5.768321,2.079442,1,0,0
0,47,36,0,18,6.567431,2.36446,1,0,0
1,70,49,0,16,5.084753,0.8362575,0,1,0
1,50,52,0,12,5.441422,1.609438,1,0,0
1,40,43,0,12,6.092011,2.403131,1,0,0
1,25,20,1,12,4.944353,1.725477,0,1,0
1,30,18,1,9,4.902456,1.501259,0,1,0
1,50,49,0,16,6.844219,2.932196,1,0,0
1,55,19,0,12,5.36733,1.359997,0,1,0
1,50,61,0,14,5.259109,1.347086,1,0,0
1,50,26,0,14,6.868536,2.956513,0,1,0
1,45,34,0,12,6.357704,2.551041,1,0,0
1,55,38,0,14,5.416456,1.409123,1,0,0
1,64,33,0,12,5.926926,1.768043,0,1,0
1,50,32,0,13,6.482878,2.570855,1,0,0
1,40,53,0,12,6.092011,2.403131,0,0,1
1,40,28,0,11,6.092011,2.403131,1,0,0
1,45,21,0,13,5.952256,2.145593,0,0,1
1,45,41,0,10,6.214608,2.407946,1,0,0
0,40,55,0,15,6.229871,2.532903,1,0,0
0,40,21,0,12,5.354414,1.800058,0,1,0
0,40,57,0,12,6.868536,2.525729,1,0,0
1,50,59,0,12,6.047561,2.079442,1,0,0
1,40,53,0,12,6.323803,2.302585,0,0,1
1,40,45,0,9,6.635815,2.70805,1,0,0
1,50,32,0,16,6.594099,3.778491,0,0,1
1,20,21,1,12,4.43817,1.442438,0,1,0
1,44,54,0,14,6.390492,2.606303,1,0,0
1,60,33,0,18,6.511864,2.41752,1,0,0
1,50,24,0,12,5.697362,1.785339,1,0,0
1,48,38,0,16,6.511864,2.640663,1,0,0
0,40,25,0,15,4.69702,1.00814,0,1,0
1,40,31,0,12,5.741528,2.052648,1,0,0
1,60,60,0,17,6.919229,2.824885,1,0,0
1,40,59,0,18,7.561673,3.872793,1,0,0
1,40,33,0,18,5.846872,2.157993,0,1,0
1,40,56,0,12,6.739159,3.05028,1,0,0
1,40,52,0,16,7.205004,3.516124,1,0,0
0,40,42,0,18,7.205004,3.516124,1,0,0
0,40,53,0,14,6.432329,2.743449,1,0,0
0,40,27,0,13,5.521461,1.832582,0,1,0
1,50,39,0,18,7.035066,3.344627,1,0,0
1,40,39,0,18,6.990026,3.336659,1,0,0
1,50,63,0,18,7.114826,3.218876,1,0,0
1,77,43,0,18,6.848334,2.935982,1,0,0
1,60,56,0,18,6.64539,2.550746,1,0,0
1,40,33,0,18,6.047561,2.358682,0,0,1
1,60,37,0,14,6.450992,2.710945,0,0,1
1,40,25,0,12,5.753397,2.251292,0,1,0
1,24,58,0,16,7.456322,4.278268,1,0,0
1,56,59,0,12,6.511864,2.486512,1,0,0
1,40,25,0,13,5.153754,1.464875,0,1,0
1,50,27,0,16,6.093976,2.181953,0,1,0
1,50,26,0,16,6.170155,2.258132,0,1,0
1,60,32,0,18,7.561673,3.467328,1,0,0
1,50,31,0,12,6.810903,2.89888,1,0,0
1,40,41,0,16,6.291569,2.60269,0,0,1
1,40,24,0,16,5.275458,1.586579,0,1,0
1,40,27,0,14,6.175389,2.48651,0,1,0
1,30,25,1,17,4.867535,1.466337,0,1,0
1,25,27,1,16,4.565909,1.347034,0,1,0
1,50,27,0,15,6.295838,2.383815,0,1,0
1,50,29,0,13,6.64539,2.733367,1,0,0
1,40,50,0,14,4.940928,1.252048,1,0,0
1,40,38,0,12,6.658165,2.969286,1,0,0
1,80,33,0,12,4.565909,0.1838828,1,0,0
1,43,39,0,15,6.187319,2.426119,0,1,0
1,62,39,0,18,6.694178,2.567044,1,0,0
1,40,36,0,12,5.991465,2.302585,0,0,1
1,16,27,0,11,5.061899,2.28931,0,1,0
1,36,40,0,10,6.214608,2.631089,1,0,0
1,32,40,0,12,5.921954,2.456218,1,0,0
1,50,29,0,12,7.325959,3.413936,1,0,0
1,40,59,0,14,6.62685,2.937971,1,0,0
1,40,39,0,17,6.092011,2.403131,1,0,0
1,32,32,1,12,4.43817,0.9724348,1,0,0
1,40,55,0,12,6.476973,2.788093,1,0,0
1,16,18,1,12,5.595826,2.823237,0,1,0
1,60,58,0,12,6.175389,2.081044,1,0,0
1,50,26,0,12,6.171387,2.259364,0,1,0
1,16,19,1,14,5.661223,2.888634,0,1,0
1,40,39,0,12,6.694178,3.005299,1,0,0
1,15,18,1,11,3.601959,0.8939087,0,1,0
1,42,44,0,13,6.357704,2.620034,1,0,0
1,45,23,0,14,5.952256,2.145593,0,1,0
1,28,56,1,11,4.362206,1.030002,1,0,0
1,40,26,0,12,4.938638,1.249758,0,1,0
1,48,49,0,12,6.639261,2.76806,1,0,0
1,40,28,0,13,5.703783,2.014903,0,1,0
1,60,53,0,16,6.357704,2.263359,0,0,1
1,40,32,0,12,5.729093,2.040213,1,0,0
1,40,35,0,12,6.253829,2.564949,1,0,0
1,40,33,0,13,6.678908,2.990029,1,0,0
0,40,28,0,12,6.047561,2.358682,0,0,1
1,40,46,0,12,6.047561,2.358682,1,0,0
1,40,23,0,12,5.441422,1.752542,0,1,0
1,57,30,0,11,6.372466,2.329415,0,0,1
1,80,38,0,16,5.614988,1.232961,1,0,0
1,30,21,1,14,4.828314,1.427116,0,1,0
1,80,45,0,14,7.161203,2.779176,1,0,0
1,32,25,0,16,5.521461,2.055725,0,1,0
1,45,47,0,14,5.895669,2.089007,1,0,0
1,40,26,0,12,6.390492,2.701613,1,0,0
1,40,41,0,12,6.252347,2.563468,1,0,0
1,20,18,1,11,4.769413,1.77368,0,1,0
1,56,35,0,12,5.952256,1.926904,1,0,0
1,40,33,0,12,6.437752,2.748872,1,0,0
1,14,38,1,12,5.634789,2.995732,0,1,0
1,40,22,0,12,5.649291,1.960412,1,0,0
1,84,32,0,14,6.763169,2.332352,1,0,0
1,40,39,0,11,5.644351,1.955471,0,0,1
1,40,28,0,11,5.846872,2.157993,1,0,0
1,50,24,0,12,6.214608,2.302585,1,0,0
1,40,34,0,12,5.595566,1.906687,1,0,0
1,40,19,0,12,6.104793,2.415914,0,1,0
1,55,38,0,12,6.323803,2.31647,1,0,0
1,4,61,1,8,5.449535,4.063241,1,0,0
1,50,50,0,16,6.308135,2.396112,1,0,0
1,16,62,1,12,5.793653,3.021065,1,0,0
1,53,47,0,16,6.20059,2.230299,1,0,0
1,40,36,0,12,6.589298,2.900418,1,0,0
1,48,46,0,12,6.459748,2.588547,1,0,0
1,55,27,0,12,6.620073,2.61274,1,0,0
1,38,48,0,16,6.85369,3.216104,1,0,0
1,60,60,0,8,6.567431,2.473087,1,0,0
1,32,22,1,12,5.035978,1.570242,1,0,0
1,32,23,1,12,5.153754,1.688018,0,1,0
1,52,32,0,12,6.252347,2.301103,1,0,0
1,48,32,0,13,6.134569,2.263368,1,0,0
1,40,53,0,18,7.541481,3.852602,1,0,0
1,55,28,0,18,5.839915,1.832582,0,1,0
1,15,25,1,15,3.894877,1.186827,0,1,0
1,40,44,0,12,6.175389,2.48651,1,0,0
1,30,18,1,11,4.342766,0.9415685,0,1,0
1,60,26,0,12,6.175389,2.081044,1,0,0
1,70,33,0,12,4.525153,0.2766572,1,0,0
1,40,24,0,16,5.153754,1.464875,0,1,0
1,40,50,0,17,6.390492,1.974081,1,0,0
1,40,44,0,13,6.357704,2.302585,1,0,0
0,40,48,0,12,6.539109,2.797281,1,0,0
1,40,50,0,16,6.806664,3.749504,1,0,0
1,0,37,0,16,6.511864,2.788093,1,0,0
1,45,40,0,12,3.36211,-0.4445525,1,0,0
0,36,44,0,12,6.579307,2.564949,1,0,0
0,40,18,0,12,5.502278,1.609438,0,1,0
1,40,47,0,18,6.877791,2.965273,1,0,0
1,0,41,0,18,7.164674,3.401197,1,0,0
1,45,56,0,18,6.868536,3.062352,1,0,0
1,45,34,0,12,7.338537,3.649619,0,0,1
1,50,36,0,12,6.593647,2.484907,1,0,0
1,45,34,0,15,6.214608,2.253795,1,0,0
1,18,36,1,12,5.153754,1.410987,0,0,1
1,40,36,0,18,6.42224,2.995732,1,0,0
1,40,53,0,13,4.748231,2.370244,1,0,0
1,20,21,1,14,4.828314,1.386294,0,1,0
1,50,31,0,16,6.374241,1.791759,1,0,0
1,50,42,0,18,6.64539,2.471484,1,0,0
1,48,25,0,12,6.068009,2.079442,1,0,0
1,40,37,0,16,6.634462,2.862201,1,0,0
1,60,45,0,12,4.237434,0.1430898,1,0,0
1,41,38,0,16,6.252347,2.302585,0,1,0
1,40,37,0,12,6.112421,1.609438,1,0,0
1,41,39,0,14,6.540034,2.799022,0,0,1
1,44,27,0,12,5.664557,2.087928,1,0,0
1,40,34,0,12,6.092011,2.302585,1,0,0
1,40,59,0,12,5.900938,2.197225,1,0,0
1,48,30,0,12,6.763169,2.656757,0,0,1
1,24,42,0,12,5.466329,2.020222,1,0,0
1,40,35,0,12,6.511864,2.564949,1,0,0
1,40,25,0,12,5.729093,2.484907,1,0,0
1,40,40,0,12,6.250554,2.4681,1,0,0
1,50,50,0,12,6.511864,3.624341,1,0,0
1,6,21,1,12,5.259109,3.467349,1,0,0
1,46,38,0,11,5.664557,2.385967,1,0,0
0,20,61,1,12,6.692642,3.69691,1,0,0
1,40,41,0,12,5.729093,2.484907,0,1,0
1,50,40,0,14,2.263844,-1.648179,1,0,0
1,45,37,0,14,6.511864,2.80336,1,0,0
1,50,50,0,17,7.050859,3.138836,0,0,1
1,40,52,0,9,5.723977,1.94591,1,0,0
1,45,48,0,11,7.050859,2.55118,1,0,0
1,45,28,0,11,5.846872,2.035106,1,0,0
1,40,57,0,16,6.175389,2.764745,1,0,0
1,45,34,0,12,7.561673,3.754979,1,0,0
1,40,38,0,14,6.540034,2.564949,1,0,0
1,40,28,0,16,6.482878,2.014903,0,0,1
1,58,30,0,14,6.134569,2.140066,1,0,0
1,90,42,0,14,7.205004,2.705194,1,0,0
1,40,35,0,16,6.298251,2.609371,1,0,0
1,30,33,0,12,6.133572,2.732374,1,0,0
1,50,34,0,18,6.98186,3.069837,1,0,0
1,45,30,0,14,6.4928,2.686138,1,0,0
1,40,35,0,12,5.942195,2.253316,1,0,0
1,40,47,0,18,6.855114,3.166234,1,0,0
1,40,47,0,18,7.083648,3.394768,1,0,0
1,12,60,1,16,4.987093,2.502187,1,0,0
1,40,53,0,12,6.214608,2.525729,1,0,0
1,60,58,0,12,5.269558,1.175213,1,0,0
1,50,61,0,12,5.441422,1.529399,1,0,0
1,40,56,0,7,5.783825,2.094946,1,0,0
1,55,33,0,12,6.740696,2.733363,1,0,0
1,40,46,0,4,4.902456,1.213577,1,0,0
1,48,35,0,12,5.472901,1.6017,1,0,0
1,40,36,0,12,5.952256,2.263376,0,1,0
1,16,26,0,8,6.175389,3.4028,1,0,0
1,40,37,0,12,3.871201,0.1823216,0,0,1
1,40,21,0,12,5.035978,1.347099,0,1,0
1,50,26,0,10,5.729093,1.81707,1,0,0
1,40,18,0,10,4.342766,0.6538864,0,1,0
1,35,19,0,12,5.135798,1.58045,0,1,0
1,42,31,0,12,5.846872,2.109203,1,0,0
0,40,32,0,12,5.768321,2.079442,1,0,0
1,40,18,0,11,4.229021,0.5401416,0,1,0
1,45,34,0,12,6.511864,2.705202,1,0,0
1,55,34,0,13,5.259109,1.251776,1,0,0
1,40,29,0,18,6.357704,2.668824,1,0,0
1,48,43,0,12,6.614806,2.743605,1,0,0
1,30,48,1,12,5.249547,1.84835,1,0,0
1,40,46,0,12,6.806664,3.117784,1,0,0
1,45,40,0,12,5.952256,2.145593,1,0,0
1,40,27,0,12,5.315027,1.626148,1,0,0
1,39,33,0,15,5.354414,1.690853,0,1,0
1,16,22,1,15,5.260563,2.487975,0,1,0
1,18,31,1,15,5.441422,2.55105,1,0,0
1,40,41,0,12,5.108246,1.419366,0,0,1
1,50,39,0,12,5.441422,1.529399,1,0,0
1,40,34,0,16,6.175389,2.48651,0,0,1
1,40,46,0,12,6.763169,3.074289,1,0,0
1,45,27,0,12,6.453026,2.646364,1,0,0
1,24,26,0,12,6.252347,3.074293,1,0,0
1,50,43,0,16,6.851142,2.93912,1,0,0
1,40,27,0,14,5.879415,2.190536,0,0,1
1,50,54,0,12,6.42224,2.510217,1,0,0
1,18,39,0,12,6.243604,3.353232,1,0,0
1,44,33,0,12,6.001043,2.216854,1,0,0
1,40,35,0,12,5.949731,2.260851,1,0,0
1,40,37,0,15,5.900938,2.212058,0,0,1
1,24,42,0,14,6.134569,2.956515,1,0,0
1,40,47,0,12,5.863404,2.174525,1,0,0
1,45,41,0,12,5.974395,2.167732,1,0,0
1,55,51,0,12,6.413623,2.40629,1,0,0
1,9,27,1,12,6.527768,4.330544,0,1,0
1,20,30,1,13,4.828314,1.832582,0,0,1
1,40,27,0,16,4.828314,1.139434,1,0,0
1,50,36,0,13,6.288713,2.37669,0,1,0
1,10,34,1,12,6.542299,4.239714,1,0,0
1,40,56,0,18,7.02624,3.337361,1,0,0
1,50,54,0,17,7.078637,3.166614,1,0,0
1,15,21,1,14,3.735763,1.027713,0,1,0
1,40,54,0,12,6.944907,3.256027,1,0,0
1,40,30,0,15,6.961182,3.272303,0,1,0
1,40,36,0,12,6.134569,2.445689,1,0,0
1,48,33,0,11,6.001043,2.129843,1,0,0
1,30,29,1,11,5.631463,2.230265,0,1,0
1,50,39,0,13,6.56038,2.648357,1,0,0
1,56,38,0,13,6.175389,2.150037,1,0,0
1,40,29,0,9,5.789715,2.100836,1,0,0
1,40,34,0,13,6.001043,2.312164,1,0,0
1,20,62,1,12,5.846872,2.85114,1,0,0
1,40,33,0,12,6.758849,3.06997,1,0,0
1,60,38,0,14,7.561673,3.467328,1,0,0
1,12,42,0,12,3.324316,0.8394097,1,0,0
1,44,47,0,12,6.046639,2.26245,1,0,0
1,55,35,0,12,5.841194,1.833861,0,1,0
1,40,26,0,12,5.926926,2.238047,1,0,0
1,40,37,0,16,6.804526,3.115646,1,0,0
1,50,52,0,18,7.067388,3.155365,1,0,0
1,40,43,0,18,6.868536,3.179657,1,0,0
0,55,55,0,11,5.900938,2.173615,0,0,1
0,50,28,0,16,6.364355,2.593013,0,1,0
1,50,29,0,16,6.729274,2.590267,1,0,0
0,45,36,0,12,3.96897,1.470176,0,1,0
0,6,26,1,11,4.489535,1.294727,0,0,1
1,32,43,0,16,6.511864,2.772589,1,0,0
1,40,37,0,16,6.77072,3.157,1,0,0
1,55,51,0,12,6.907755,2.851151,0,0,1
1,50,47,0,14,7.050859,3.374853,1,0,0
1,40,46,0,11,6.453026,2.639057,1,0,0
1,43,21,0,14,5.116016,1.599388,0,1,0
1,50,41,0,18,7.130899,2.674149,1,0,0
1,40,46,0,18,7.034053,3.36211,1,0,0
1,45,23,0,12,6.020441,2.213778,1,0,0
1,52,44,0,12,6.390492,2.439249,1,0,0
1,53,31,0,12,4.565909,0.5956175,0,0,1
1,60,63,0,14,7.050859,2.956515,1,0,0
1,55,31,0,16,6.567431,2.560098,0,1,0
1,34,33,1,13,6.511864,2.985504,1,0,0
1,42,48,0,16,6.482878,2.745208,1,0,0
0,65,36,0,14,6.848334,2.673947,1,0,0
1,45,26,0,14,6.484666,2.678003,1,0,0
1,70,40,0,18,7.510387,3.261892,1,0,0
1,40,28,0,9,6.173786,2.484907,1,0,0
1,60,25,0,14,6.087638,1.993293,1,0,0
1,45,55,0,16,6.907755,3.101093,1,0,0
1,50,32,0,12,6.571289,2.659266,1,0,0
1,40,50,0,16,6.296594,2.607714,0,0,1
1,50,40,0,18,6.323803,2.41178,1,0,0
1,40,48,0,14,6.42224,2.733361,1,0,0
1,40,57,0,12,6.281556,2.592677,0,1,0
1,48,24,0,13,5.562296,1.691095,1,0,0
1,38,21,0,14,8.804875,5.16729,0,1,0
1,62,39,0,18,6.089453,1.962319,1,0,0
1,40,33,0,14,6.802395,3.113515,0,0,1
1,24,33,1,13,5.991465,2.813411,1,0,0
1,21,31,0,14,6.288713,3.244191,0,0,1
1,40,56,0,11,6.357704,2.668824,1,0,0
1,40,55,0,11,6.214608,2.525729,1,0,0
1,35,24,0,13,5.818717,2.263369,0,1,0
1,28,18,1,12,4.599555,1.26735,0,1,0
1,40,25,0,12,4.902456,1.213577,0,1,0
1,50,38,0,12,6.156067,2.244045,1,0,0
1,45,45,0,18,6.620073,2.813411,1,0,0
1,30,39,0,18,7.255167,3.85397,1,0,0
1,56,46,0,18,6.827716,2.802364,1,0,0
1,48,53,0,12,6.64539,2.774189,1,0,0
1,40,26,0,12,6.252347,2.563468,0,1,0
1,40,57,0,15,7.050859,3.36198,1,0,0
1,50,57,0,16,7.083648,3.171625,1,0,0
1,40,43,0,13,6.597596,2.908716,0,1,0
1,50,32,0,14,5.846872,1.934849,1,0,0
1,43,30,0,12,6.047561,2.286361,0,1,0
1,32,39,0,18,6.763169,3.297433,1,0,0
1,65,28,0,12,5.729093,1.554706,1,0,0
1,54,50,0,9,6.251345,2.262361,1,0,0
1,35,20,0,13,5.035978,1.48063,0,1,0
1,40,39,0,10,5.703783,2.014903,0,1,0
1,55,49,0,12,6.472439,2.465106,1,0,0
1,40,55,0,16,6.511864,2.822985,1,0,0
1,40,42,0,16,6.509112,2.820232,1,0,0
1,43,56,0,16,6.694178,2.932978,1,0,0
1,55,63,0,18,6.64539,2.638057,1,0,0
1,40,32,0,13,6.55108,2.862201,1,0,0
1,60,60,0,10,6.806664,2.712319,1,0,0
1,40,35,0,12,6.040897,2.352018,1,0,0
1,45,41,0,12,6.300896,2.494233,1,0,0
1,40,48,0,12,6.175389,2.48651,0,1,0
1,40,20,0,11,5.789715,2.100836,0,1,0
1,60,28,0,17,6.456471,2.362127,1,0,0
1,44,37,0,12,6.64539,2.8612,1,0,0
1,48,53,0,16,6.330683,2.459482,1,0,0
0,45,33,0,12,6.092011,2.285348,1,0,0
1,40,50,0,12,6.44968,2.760801,1,0,0
1,40,36,0,14,6.175389,2.48651,1,0,0
1,40,38,0,16,7.133974,3.445095,1,0,0
1,60,35,0,16,7.128592,3.034248,1,0,0
1,45,38,0,16,6.567431,2.760769,1,0,0
1,60,53,0,18,7.621523,3.527179,1,0,0
1,40,42,0,17,7.205004,3.516124,1,0,0
1,40,47,0,12,6.694178,3.005299,0,1,0
1,40,32,0,13,6.252347,2.563468,1,0,0
1,50,39,0,11,6.252347,2.340324,1,0,0
1,45,37,0,12,6.42224,2.615577,1,0,0
1,40,58,0,12,6.206878,2.517999,1,0,0
1,40,40,0,16,6.763169,3.074289,1,0,0
1,60,28,0,12,6.482878,2.388533,1,0,0
1,50,46,0,16,6.594099,2.682076,1,0,0
1,48,49,0,12,6.70201,2.830809,1,0,0
1,45,56,0,18,6.694178,2.887516,1,0,0
1,40,43,0,14,6.963842,3.274963,1,0,0
1,30,32,0,12,7.561673,4.160476,1,0,0
1,18,22,1,16,4.585783,1.791759,0,1,0
1,50,48,0,18,7.520858,3.555348,1,0,0
1,40,32,0,14,5.595566,2.169054,0,1,0
1,20,25,1,14,5.259109,2.261763,0,1,0
1,40,32,0,12,6.001043,2.140066,1,0,0
1,40,45,0,14,6.288713,2.70805,1,0,0
1,10,21,1,14,5.192957,1.609438,0,1,0
1,40,59,0,14,6.477034,2.621039,1,0,0
1,10,19,1,12,4.212128,1.658228,0,1,0
1,42,47,0,12,6.567431,2.564949,1,0,0
1,50,42,0,18,6.64539,2.734367,1,0,0
1,40,40,0,12,6.252347,2.564949,1,0,0
1,40,36,0,18,6.868536,3.178054,1,0,0
1,40,20,0,11,5.480639,1.791759,0,1,0
1,10,18,1,10,3.863253,1.410987,0,1,0
1,52,39,0,16,6.64539,2.263844,1,0,0
1,40,27,0,12,6.032295,2.24071,1,0,0
1,32,30,1,12,6.495643,2.803966,1,0,0
1,40,36,0,12,6.482878,2.079442,1,0,0
1,40,61,0,18,6.740696,3.050457,1,0,0
1,55,62,0,18,6.818968,3.012262,1,0,0
1,50,33,0,16,6.894498,3.067536,1,0,0
1,40,32,0,12,6.110691,2.197225,0,1,0
1,40,32,0,12,6.026518,2.397895,0,1,0
1,40,26,0,12,6.295026,2.591516,1,0,0
1,46,54,0,17,6.999559,3.197745,1,0,0
1,40,57,0,12,6.620073,2.931194,1,0,0
1,40,59,0,13,6.628729,2.868467,1,0,0
1,40,34,0,12,5.880002,2.484907,0,0,1
1,40,24,0,12,5.818717,2.201659,0,1,0
1,45,58,0,18,6.872128,2.864795,1,0,0
1,43,41,0,12,6.25454,2.451005,1,0,0
1,40,18,0,12,4.317488,1.609438,0,1,0
1,50,33,0,15,6.42224,2.590267,0,0,1
1,40,57,0,13,6.270705,2.564949,1,0,0
1,40,31,0,12,6.047561,2.079442,1,0,0
1,50,46,0,12,6.55382,2.641796,1,0,0
1,69,44,0,12,6.717708,2.483602,1,0,0
1,50,39,0,14,6.511864,2.599841,1,0,0
1,50,28,0,16,6.437752,2.525729,1,0,0
1,40,44,0,16,7.418583,3.729703,1,0,0
1,40,25,0,16,6.27974,2.590861,1,0,0
1,45,34,0,14,6.482878,2.676215,1,0,0
1,40,27,0,12,5.512743,1.823864,1,0,0
1,60,54,0,18,6.926803,2.832458,0,0,1
1,15,22,1,14,4.055084,1.347034,0,1,0
1,40,40,0,16,5.664557,1.975677,0,1,0
1,38,28,0,14,5.259109,1.621523,0,1,0
1,30,27,1,16,4.902456,1.501259,0,1,0
1,60,45,0,18,7.561673,3.467328,0,1,0
1,20,27,1,13,5.153754,2.158022,0,1,0
1,40,29,0,12,5.703783,2.014903,0,1,0
1,40,40,0,16,6.969716,3.280836,1,0,0
1,50,59,0,12,6.64539,2.733367,1,0,0
1,43,37,0,12,5.952256,2.191056,0,1,0
1,60,34,0,16,6.963842,2.869498,1,0,0
1,50,41,0,16,6.806664,2.89464,1,0,0
0,50,25,0,12,6.092011,2.179988,0,0,1
0,44,54,0,11,6.134569,2.350379,1,0,0
0,40,40,0,12,6.092011,2.403131,1,0,0
0,30,19,1,12,5.521461,2.120264,0,1,0
1,40,60,0,12,6.511864,2.822985,1,0,0
1,44,33,0,14,6.134569,2.350379,0,0,1
1,40,41,0,12,6.489038,2.800158,0,0,1
1,40,42,0,13,6.323803,2.634924,0,0,1
1,36,43,0,16,6.848334,3.264815,1,0,0
