race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
1,40,35,0,16,6.55108,2.995732,1,0,0
1,40,50,0,12,6.214608,2.525729,0,0,1
1,40,34,0,12,6.60123,2.912351,1,0,0
1,50,54,0,12,6.175389,1.568616,1,0,0
1,40,26,0,12,5.846872,1.609438,0,1,0
1,60,34,0,16,6.98186,2.995732,1,0,0
1,40,35,0,12,5.789715,2.70805,0,1,0
1,40,22,0,12,5.952256,2.079442,0,1,0
1,47,31,0,12,6.252347,2.484907,0,0,1
1,40,38,0,11,6.294657,2.397895,1,0,0
1,40,26,0,12,6.175389,2.400619,0,1,0
1,40,46,0,10,6.173786,2.484907,1,0,0
1,40,38,0,12,6.288713,2.621039,1,0,0
1,16,18,1,11,4.382027,1.609438,0,1,0
1,0,50,0,12,6.999559,3.238678,1,0,0
1,60,24,0,16,6.42224,2.484907,0,1,0
1,30,50,1,16,5.886104,1.791759,1,0,0
1,40,51,0,12,7.561673,3.872793,1,0,0
1,20,24,1,16,5.65739,2.995732,0,1,0
1,60,54,0,18,6.594099,2.552046,0,1,0
1,40,38,0,14,5.818717,2.668963,0,1,0
0,40,36,0,12,6.126192,2.564949,0,0,1
1,50,52,0,18,6.45815,2.493206,1,0,0
1,60,22,0,15,5.664557,1.418277,0,1,0
1,32,21,0,13,5.789715,1.94591,0,1,0
0,40,31,0,13,6.084249,2.302585,0,1,0
0,24,34,1,11,5.727597,2.397895,1,0,0
0,40,36,0,12,6.439351,2.750471,1,0,0
0,40,19,0,12,6.439351,2.750471,0,1,0
1,40,56,0,12,6.047561,2.336987,1,0,0
1,40,44,0,14,6.288713,3.071303,0,0,1
0,0,51,1,12,6.032295,2.169054,0,0,1
0,40,40,0,16,6.315503,1.791759,0,1,0
0,40,28,0,12,4.304065,1.308333,0,1,0
1,0,33,1,13,6.109248,0.4054651,1,0,0
0,40,26,0,12,5.298317,1.609438,0,1,0
0,40,21,0,12,5.664557,1.94591,0,1,0
1,40,51,0,14,6.526041,2.847812,1,0,0
1,40,28,0,12,6.868536,2.014903,1,0,0
1,40,55,0,12,6.175389,2.484907,1,0,0
1,0,63,1,18,4.248495,2.22282,1,0,0
1,40,31,0,16,6.222576,2.533697,0,1,0
1,43,45,0,13,5.703783,1.966113,0,0,1
1,46,54,0,12,6.620073,2.70805,1,0,0
1,40,48,0,9,6.848334,2.079442,1,0,0
1,40,54,0,18,6.740696,3.056357,1,0,0
1,25,19,1,14,5.255879,1.609438,0,1,0
1,48,55,0,12,6.175389,2.319442,1,0,0
1,40,20,0,10,5.090678,1.704748,0,1,0
1,40,37,0,16,7.016951,3.113515,1,0,0
1,50,45,0,18,6.355343,3.332205,1,0,0
1,40,31,0,18,6.664804,3.218876,0,1,0
1,40,64,0,13,6.697219,3.00834,1,0,0
1,50,42,0,13,6.706018,2.995732,1,0,0
1,60,44,0,12,6.214608,2.079442,1,0,0
1,50,30,0,18,7.467371,2.995732,1,0,0
1,42,28,0,12,6.288713,2.5539,1,0,0
1,16,31,0,16,6.567431,2.810908,1,0,0
1,0,38,0,12,6.371167,2.536075,1,0,0
0,48,48,0,9,5.900938,2.564949,0,1,0
0,35,21,0,10,6.214608,1.704748,0,1,0
0,22,20,0,10,5.586012,1.704748,0,1,0
0,28,19,0,10,5.116016,1.791759,0,1,0
1,40,51,0,18,6.763169,3.07385,1,0,0
0,40,30,0,12,5.900938,2.261763,0,0,1
1,40,56,0,12,6.806664,3.117064,1,0,0
1,40,42,0,16,6.453625,2.764745,1,0,0
1,40,37,0,17,6.848334,3.237698,1,0,0
1,47,36,0,16,6.64539,2.839728,1,0,0
1,40,38,0,16,6.175389,2.60269,0,1,0
1,40,31,0,12,5.675623,2.564949,0,1,0
1,40,54,0,13,6.42224,2.525729,0,1,0
1,40,44,0,8,4.748231,1.011601,0,1,0
1,40,43,0,8,4.748231,1.011601,0,1,0
1,40,41,0,8,4.748231,1.011601,0,1,0
1,31,36,0,14,6.670082,2.944439,0,0,1
1,40,50,0,12,6.497468,2.862201,0,1,0
1,50,37,0,16,6.868536,2.890372,1,0,0
1,40,26,0,16,6.23588,2.944439,1,0,0
1,50,43,0,16,6.785158,2.995732,1,0,0
1,50,31,0,12,3.460095,-0.451928,1,0,0
1,30,39,1,18,4.49981,1.098612,1,0,0
1,40,40,0,12,6.474014,2.772589,0,0,1
0,40,40,0,13,5.952256,1.871802,1,0,0
1,52,39,0,12,6.41598,2.387845,0,0,1
1,45,52,0,12,6.092011,2.564949,1,0,0
1,45,28,0,17,6.497468,2.921624,0,1,0
1,40,54,0,16,7.050859,3.401197,1,0,0
1,12,19,1,12,5.116016,1.609438,0,1,0
1,80,21,0,12,5.900938,1.8506,1,0,0
1,40,31,0,15,6.070022,2.505526,1,0,0
1,45,44,0,18,6.868536,3.091043,1,0,0
1,40,33,0,18,7.034053,2.169054,1,0,0
1,43,33,0,17,6.854439,3.044523,1,0,0
1,40,36,0,12,6.288713,2.36556,1,0,0
1,40,25,0,16,7.274001,2.302585,1,0,0
0,50,26,0,12,5.616771,1.704748,1,0,0
1,60,40,0,16,6.620073,2.525729,0,1,0
1,20,28,1,18,5.156005,1.609438,0,1,0
1,40,43,0,8,5.563639,1.791759,0,1,0
0,40,42,0,12,5.664557,1.975677,1,0,0
0,40,63,0,12,5.703783,2.014903,1,0,0
0,40,58,0,12,6.785158,3.096279,1,0,0
0,40,37,0,13,5.105461,1.416581,1,0,0
0,40,30,0,12,5.595566,1.906687,1,0,0
1,40,27,0,12,5.664557,1.975677,1,0,0
1,40,24,0,11,5.846872,2.157993,0,1,0
1,40,58,0,12,6.214608,2.525729,1,0,0
1,42,36,0,15,6.670082,2.932412,1,0,0
1,50,37,0,16,7.050859,3.138836,1,0,0
0,24,48,1,12,6.109248,2.931194,1,0,0
1,70,38,0,16,6.88795,2.639455,1,0,0
1,40,52,0,18,7.205004,3.516124,1,0,0
1,40,56,0,16,7.338537,3.649658,1,0,0
1,40,24,0,16,5.846872,2.157993,0,1,0
1,40,61,0,12,5.220356,1.531476,0,0,1
1,20,20,1,12,4.66974,1.674008,0,1,0
1,45,30,0,12,6.357704,2.551041,1,0,0
1,40,56,0,12,6.327937,2.639057,1,0,0
0,40,46,0,12,6.134569,2.445689,1,0,0
1,40,62,0,12,5.298317,1.609438,0,1,0
0,40,19,0,12,6.070022,2.381142,0,1,0
1,50,32,0,12,5.623729,1.711706,0,1,0
1,40,26,0,16,6.567431,2.878552,1,0,0
1,40,38,0,16,6.632818,2.943939,0,1,0
1,47,28,0,17,6.827716,2.977568,1,0,0
1,40,27,0,11,6.357704,2.668824,1,0,0
1,40,44,0,12,6.843569,3.154689,1,0,0
0,40,31,0,12,5.991465,2.302585,0,1,0
1,39,30,0,16,5.067457,1.403895,1,0,0
1,40,30,0,17,6.42224,2.733361,1,0,0
1,49,27,0,12,6.632818,2.740998,1,0,0
1,40,40,0,16,6.580847,2.891968,1,0,0
1,60,39,0,18,7.561673,3.467328,1,0,0
1,44,32,0,14,6.323803,2.539613,1,0,0
1,38,30,0,15,6.175389,2.537803,1,0,0
1,40,52,0,18,6.696565,3.007685,1,0,0
1,45,30,0,16,6.763169,2.956506,1,0,0
1,45,35,0,12,6.886378,3.079716,1,0,0
1,40,40,0,16,6.889571,3.200691,1,0,0
1,44,39,0,17,7.456322,3.672132,1,0,0
1,42,45,0,18,6.868536,3.130867,1,0,0
1,40,51,0,12,6.694178,3.005299,1,0,0
1,65,39,0,18,7.561673,3.387286,1,0,0
1,40,34,0,18,7.233181,3.544302,1,0,0
1,32,53,0,12,5.298317,1.832582,1,0,0
1,65,33,0,12,6.42224,2.247853,1,0,0
1,40,33,0,14,6.134569,2.445689,1,0,0
1,50,42,0,17,7.205004,3.292981,0,0,1
1,40,49,0,10,5.259109,1.570229,1,0,0
1,36,21,0,13,5.818717,2.235198,0,1,0
1,40,42,0,13,6.376795,2.687916,1,0,0
1,40,18,0,12,5.215371,1.526491,0,1,0
1,50,34,0,15,6.98186,3.069837,1,0,0
1,25,63,1,3,4.772294,1.553418,1,0,0
1,40,43,0,12,6.092011,2.403131,1,0,0
1,40,40,0,10,5.744605,2.055725,1,0,0
0,40,35,0,13,6.41598,2.727101,1,0,0
0,20,63,1,10,3.544431,0.5486993,0,1,0
1,40,42,0,12,6.64539,2.956511,1,0,0
1,70,25,0,16,6.42224,2.173745,1,0,0
1,48,38,0,13,6.489615,2.618414,1,0,0
1,56,41,0,13,6.64539,2.620038,1,0,0
1,60,60,0,12,3.352357,-0.7419873,0,0,1
1,50,35,0,17,6.963842,3.05182,1,0,0
1,40,61,0,12,6.175389,2.48651,1,0,0
1,40,55,0,12,5.789715,2.100836,1,0,0
0,56,37,0,13,6.100655,2.075304,1,0,0
1,60,34,0,17,6.918844,2.824499,1,0,0
1,40,50,0,12,6.214608,2.525729,1,0,0
0,40,24,0,12,6.39693,2.70805,1,0,0
0,40,46,0,14,6.482878,2.793998,1,0,0
0,40,28,0,13,5.900938,2.212058,0,1,0
1,40,59,0,12,5.158538,1.469658,0,0,1
1,40,25,0,11,5.846872,2.157993,1,0,0
1,48,35,0,12,6.42224,2.551039,1,0,0
1,47,34,0,12,6.134569,2.284421,0,0,1
1,40,46,0,9,4.787492,1.098612,0,1,0
1,40,50,0,12,5.900938,2.212058,1,0,0
1,40,34,0,18,7.456322,3.767442,1,0,0
1,10,27,1,14,2.956471,0.6538864,0,1,0
0,70,29,0,16,7.050859,2.802364,1,0,0
1,45,57,0,18,7.561673,3.75501,1,0,0
1,40,23,0,12,5.846872,2.157993,0,1,0
1,40,22,0,12,5.846872,2.157993,0,1,0
1,40,57,0,12,6.296188,2.607309,1,0,0
1,53,38,0,12,6.00815,2.037858,1,0,0
1,45,25,0,12,6.175389,2.368726,1,0,0
1,51,53,0,12,7.824038,3.892212,0,1,0
1,35,37,0,16,5.902852,2.347504,0,1,0
1,55,22,0,13,5.952256,1.944923,0,1,0
1,50,55,0,14,6.868536,2.956513,1,0,0
1,48,59,0,12,6.510139,2.638938,1,0,0
1,46,54,0,15,6.587495,2.758853,1,0,0
0,38,22,0,12,5.667222,2.029636,0,1,0
0,40,22,0,12,5.347107,1.658228,0,1,0
1,60,59,0,15,6.357704,2.263359,0,1,0
1,40,31,0,12,5.920371,2.231492,1,0,0
1,40,53,0,12,6.563362,2.874482,0,1,0
1,40,36,0,16,7.338537,3.649658,1,0,0
1,50,34,0,13,6.357704,2.445681,1,0,0
1,48,32,0,12,6.001043,2.129843,1,0,0
1,40,53,0,11,5.729093,2.040213,1,0,0
1,50,38,0,18,6.155177,2.243154,1,0,0
1,21,30,1,16,6.092011,3.047489,1,0,0
1,18,19,1,11,4.055084,1.164712,0,1,0
1,40,46,0,12,6.357704,2.668824,1,0,0
1,45,39,0,18,6.963842,3.15718,1,0,0
1,65,31,0,16,6.437752,2.263364,0,1,0
1,53,36,0,15,4.565909,0.5956175,1,0,0
1,55,36,0,12,6.907755,2.900422,1,0,0
0,23,59,1,11,6.214608,3.079114,1,0,0
0,40,33,0,14,6.001043,2.312164,0,0,1
0,40,55,0,10,5.952256,2.263376,1,0,0
0,40,26,0,12,5.952256,2.263376,0,1,0
1,40,28,0,12,6.55108,2.862201,1,0,0
1,55,26,0,16,6.540034,2.532701,0,1,0
1,40,30,0,11,6.283593,2.594713,0,1,0
1,40,43,0,12,6.511864,2.822985,1,0,0
1,40,45,0,12,6.265073,2.576194,1,0,0
1,40,43,0,12,5.602672,1.913793,0,1,0
1,24,53,0,12,6.357704,3.17965,1,0,0
1,40,29,0,12,6.288713,2.599834,1,0,0
1,44,25,0,12,6.001043,2.216854,0,1,0
1,38,36,0,9,5.691204,2.053617,1,0,0
1,40,54,0,9,5.952256,2.263376,1,0,0
1,40,20,0,12,5.729093,2.040213,0,1,0
1,41,45,0,12,6.040445,2.326873,1,0,0
1,40,27,0,12,6.001043,2.312164,0,1,0
1,60,39,0,8,7.130899,3.036554,1,0,0
1,40,53,0,15,5.664557,1.975677,1,0,0
1,60,30,0,12,6.634462,2.540118,1,0,0
1,42,35,0,7,6.001043,2.263374,1,0,0
1,50,39,0,12,6.270705,2.358682,1,0,0
1,40,54,0,10,5.482221,1.793342,1,0,0
1,50,27,0,15,5.716534,1.804511,0,1,0
1,50,26,0,12,6.070022,2.157999,0,1,0
1,45,22,0,12,5.595566,1.788903,0,1,0
1,52,28,0,9,5.349628,1.398384,0,1,0
1,40,47,0,12,6.694178,3.005299,1,0,0
1,40,42,0,12,6.594099,2.905219,1,0,0
1,40,47,0,9,6.68661,2.99773,1,0,0
1,40,24,0,16,5.898417,2.209537,0,1,0
1,55,40,0,16,6.482878,2.475545,1,0,0
1,45,23,0,12,6.092011,2.285348,0,1,0
1,68,38,0,12,5.354414,2.079442,1,0,0
1,65,26,0,13,6.848334,2.813411,0,1,0
1,45,42,0,14,7.561673,3.75501,1,0,0
1,45,28,0,10,5.793653,2.047693,1,0,0
1,30,23,1,12,5.416101,1.386294,1,0,0
1,36,44,0,12,6.356108,2.70805,1,0,0
1,48,30,0,12,6.094427,2.110213,1,0,0
1,40,28,0,18,6.459513,2.78192,1,0,0
1,50,39,0,17,6.926803,2.995732,1,0,0
1,52,38,0,17,7.006134,3.138099,1,0,0
1,50,36,0,13,6.23971,2.140066,1,0,0
1,40,40,0,18,5.900938,2.277267,1,0,0
1,58,42,0,12,6.453026,2.406126,0,0,1
1,40,27,0,12,5.989337,2.300458,1,0,0
1,50,24,0,8,4.902456,0.990433,1,0,0
0,40,34,0,16,6.113505,2.424626,1,0,0
1,50,47,0,14,7.075547,3.163524,1,0,0
1,40,30,0,12,6.357704,2.668824,1,0,0
1,40,30,0,12,5.467089,1.77821,0,1,0
1,45,28,0,14,6.15007,2.343407,0,0,1
1,38,27,0,13,5.952256,2.31467,0,1,0
1,38,37,0,11,5.952256,2.31467,1,0,0
1,65,40,0,13,6.999559,2.825172,1,0,0
1,50,47,0,12,2.599722,-1.312301,1,0,0
0,40,34,0,15,6.092011,2.403131,1,0,0
1,40,43,0,9,6.125777,2.436898,1,0,0
1,40,60,0,3,5.952256,2.263376,1,0,0
1,40,35,0,12,5.846872,2.157993,1,0,0
1,38,35,0,12,6.482878,2.845292,0,1,0
1,40,36,0,12,6.670082,2.981202,1,0,0
1,50,43,0,13,6.64539,2.733367,1,0,0
1,50,46,0,12,6.806664,2.89464,1,0,0
1,8,42,1,12,6.610507,4.531066,0,0,1
1,13,50,1,12,6.79443,4.22948,1,0,0
1,8,36,0,14,6.42224,4.342798,1,0,0
1,25,26,1,12,5.116016,1.89714,1,0,0
1,46,41,0,11,6.047561,2.21892,1,0,0
1,20,18,1,12,5.155197,2.159465,0,1,0
1,25,25,1,13,4.982441,1.763566,0,1,0
1,42,31,0,12,6.214608,2.476938,0,0,1
1,0,28,0,9,6.047561,1.89712,0,0,1
1,90,36,0,12,4.209309,-0.2905009,1,0,0
1,40,60,0,18,6.001043,2.194752,1,0,0
1,40,30,0,12,6.047561,2.358493,1,0,0
1,45,49,0,13,6.092011,2.140066,1,0,0
1,40,36,0,12,6.502295,2.70805,1,0,0
1,40,53,0,12,6.537387,2.848507,1,0,0
1,40,22,0,12,5.828946,2.140066,0,1,0
1,37,33,0,12,5.723977,2.113059,1,0,0
1,44,21,0,12,4.828314,1.044124,0,1,0
1,40,57,0,10,5.952256,2.263376,1,0,0
1,40,53,0,12,6.175389,2.48651,1,0,0
1,25,63,1,11,3.976499,0.7576232,1,0,0
1,40,26,0,12,6.42224,2.733361,1,0,0
1,20,63,1,10,4.828314,1.832582,1,0,0
1,40,24,0,15,6.39693,2.70805,0,1,0
1,55,47,0,12,6.620073,2.61274,1,0,0
1,50,37,0,13,6.092011,2.179988,1,0,0
1,43,50,0,16,6.357704,2.596503,0,0,1
1,50,50,0,16,7.11028,3.198257,1,0,0
1,54,44,0,12,6.657818,2.668834,1,0,0
1,35,18,0,12,4.565909,1.010561,0,1,0
1,50,31,0,12,6.134569,2.222546,1,0,0
1,60,27,0,16,6.785158,2.690814,1,0,0
1,18,22,1,12,5.595566,2.705194,1,0,0
1,60,35,0,18,5.900938,1.806593,0,0,1
1,40,50,0,18,6.620073,2.931194,0,1,0
1,20,19,0,8,5.082088,2.086355,0,1,0
0,36,19,0,12,5.358942,1.775423,0,1,0
0,34,30,0,12,5.049856,1.523496,0,1,0
1,56,21,0,13,5.496143,1.470791,0,1,0
1,45,18,0,11,5.277247,1.470584,0,1,0
1,40,33,0,12,6.233665,2.544786,1,0,0
1,20,49,0,12,5.828946,2.833213,1,0,0
1,40,41,0,12,6.23588,2.547001,1,0,0
1,50,41,0,12,6.717708,2.805685,1,0,0
1,50,45,0,16,7.050859,3.138836,1,0,0
1,40,53,0,12,5.521461,1.832582,1,0,0
1,40,33,0,12,5.846872,2.157993,0,1,0
1,38,48,0,12,5.846872,2.19277,0,0,1
1,46,37,0,16,6.374241,2.483169,0,0,1
1,40,45,0,10,5.729093,2.772589,1,0,0
1,41,64,0,12,6.482878,2.727853,1,0,0
1,55,61,0,12,6.628121,2.70805,1,0,0
1,30,20,0,14,5.207791,1.658228,0,1,0
1,10,18,1,11,4.495132,1.446919,0,1,0
1,60,34,0,12,6.620073,2.70805,1,0,0
1,42,44,0,12,6.396713,2.674149,1,0,0
1,40,20,0,12,5.411736,1.686399,0,1,0
1,50,29,0,16,5.952256,1.290984,1,0,0
1,40,55,0,11,5.259109,2.302585,0,0,1
1,52,31,0,16,6.694178,2.782539,1,0,0
1,40,30,0,14,5.564022,2.079442,0,0,1
1,24,27,0,11,5.298317,1.94591,1,0,0
1,55,28,0,12,5.354414,1.927892,1,0,0
0,40,39,0,14,6.173786,2.525729,1,0,0
0,40,26,0,12,5.664557,1.975677,0,1,0
1,36,23,0,14,5.902306,2.318786,0,1,0
1,50,25,0,16,6.288713,2.37669,0,1,0
1,60,50,0,18,7.338537,3.244193,0,0,1
1,10,26,1,17,5.521461,3.218876,0,1,0
1,20,23,1,15,4.828314,1.832582,0,1,0
1,60,46,0,18,7.274001,3.179657,1,0,0
1,60,28,0,16,6.64539,2.551045,1,0,0
1,40,35,0,13,5.846872,2.157993,1,0,0
1,52,46,0,14,6.511864,2.560621,1,0,0
1,16,20,1,13,6.372825,3.600236,0,1,0
1,45,55,0,18,7.338537,3.531875,1,0,0
1,45,43,0,16,5.952256,2.145593,0,1,0
1,60,51,0,12,4.902456,0.8081114,1,0,0
1,40,26,0,16,6.594099,2.905219,0,1,0
1,40,24,0,16,6.357704,2.668824,0,1,0
0,10,20,1,13,3.649619,1.347034,0,1,0
1,56,47,0,12,5.521461,1.496109,1,0,0
1,50,45,0,18,6.175389,2.263366,1,0,0
1,50,46,0,18,7.050859,3.138836,1,0,0
1,40,50,0,18,6.640372,2.951493,1,0,0
1,38,38,0,18,6.511864,2.874278,1,0,0
1,40,57,0,12,6.047561,2.358682,0,0,1
1,37,56,0,10,6.232291,2.621373,1,0,0
1,45,30,0,16,6.42224,2.615577,1,0,0
1,40,43,0,15,6.288713,2.599834,0,1,0
1,45,26,0,12,6.357704,2.551041,1,0,0
1,40,43,0,12,6.511864,2.822985,1,0,0
1,90,25,0,13,5.694136,1.194326,1,0,0
1,46,43,0,12,6.306421,2.47778,1,0,0
1,40,30,0,16,6.363959,2.484907,0,1,0
1,45,30,0,12,6.662865,2.972975,1,0,0
1,40,38,0,12,6.42224,2.302585,1,0,0
1,40,60,0,12,6.511864,2.931194,1,0,0
1,50,59,0,15,6.868536,2.956513,1,0,0
1,50,51,0,12,6.806664,2.89464,1,0,0
1,50,37,0,13,6.390492,2.478469,1,0,0
1,40,21,0,12,5.298317,1.609438,0,1,0
1,40,19,0,13,5.259109,1.570229,0,1,0
1,40,38,0,16,6.607163,2.918284,1,0,0
1,40,32,0,13,5.876979,2.1881,1,0,0
1,40,32,0,12,6.357704,2.668824,1,0,0
1,40,56,0,12,6.594099,2.905219,1,0,0
1,47,40,0,14,6.660281,2.810133,1,0,0
1,32,42,0,12,6.175389,2.709653,1,0,0
1,40,57,0,12,6.357704,2.668824,1,0,0
1,40,36,0,13,5.544279,1.855399,0,1,0
1,24,23,0,12,3.912023,0.7339692,0,1,0
1,39,20,0,12,4.986753,1.323191,0,1,0
1,40,36,0,16,6.511864,2.822985,1,0,0
1,50,47,0,12,5.952256,2.040233,1,0,0
1,15,19,1,12,4.748231,1.098612,0,1,0
1,40,52,0,18,6.594099,2.904165,1,0,0
1,40,45,0,12,6.44367,2.411439,0,0,1
1,40,47,0,12,5.521461,1.609438,0,0,1
1,28,59,1,12,4.754452,1.658228,1,0,0
1,40,37,0,12,6.359003,2.749192,1,0,0
1,40,36,0,15,6.827629,3.13875,1,0,0
1,40,59,0,8,6.486542,2.797662,1,0,0
1,45,41,0,17,6.848334,3.041672,1,0,0
1,60,48,0,16,6.482878,2.388533,1,0,0
1,40,38,0,15,6.175389,2.48651,0,1,0
1,45,40,0,7,5.974115,2.167452,1,0,0
1,40,44,0,12,6.620073,2.931194,0,0,1
1,40,36,0,12,5.691204,2.002324,1,0,0
1,45,19,0,12,5.398841,1.592179,1,0,0
1,45,29,0,12,6.35437,2.547708,1,0,0
1,40,25,0,12,5.010635,1.321756,0,1,0
1,42,62,0,12,6.323803,2.517696,1,0,0
1,35,24,0,15,4.748231,1.321756,0,1,0
1,40,45,0,14,6.163988,2.420368,1,0,0
1,40,46,0,12,6.535575,2.846695,1,0,0
1,45,36,0,10,6.357704,2.551041,1,0,0
1,40,51,0,11,6.644623,2.955743,1,0,0
1,40,25,0,12,6.102603,2.413724,0,1,0
1,45,42,0,12,4.714383,0.9077208,0,0,1
1,52,44,0,12,5.789715,1.838472,1,0,0
1,43,22,0,12,5.783825,2.022625,1,0,0
1,50,58,0,14,6.288713,2.37669,1,0,0
1,40,37,0,18,6.270705,2.581825,1,0,0
1,38,57,0,16,6.624065,2.986479,1,0,0
1,40,62,0,12,6.252347,2.563468,1,0,0
1,44,20,0,12,5.298317,1.514128,1,0,0
1,55,24,0,12,5.952256,1.944923,1,0,0
1,34,21,0,12,5.926926,2.400565,0,1,0
1,30,37,1,10,5.788522,2.387325,1,0,0
1,30,19,1,9,5.680855,2.279658,0,1,0
1,40,28,0,16,5.521461,1.832582,1,0,0
1,60,36,0,12,6.277489,2.183144,1,0,0
1,60,26,0,12,5.874284,1.77994,0,1,0
1,15,53,1,12,4.781054,2.073004,0,0,1
1,50,36,0,12,6.175389,2.263366,1,0,0
1,40,40,0,12,5.035978,1.347099,0,0,1
1,8,50,0,12,7.050859,4.971418,1,0,0
1,50,28,0,13,6.357704,2.445681,0,1,0
1,37,40,0,12,6.64539,3.034472,0,1,0
1,49,28,0,12,5.952256,2.060436,1,0,0
1,51,25,0,12,5.560682,1.628856,1,0,0
1,40,28,0,12,6.039969,2.351089,1,0,0
1,40,30,0,12,6.214608,2.525729,1,0,0
1,40,43,0,12,6.308135,2.619256,0,0,1
1,40,50,0,12,6.567431,2.878552,1,0,0
1,50,44,0,12,6.253829,2.341806,1,0,0
1,50,29,0,13,6.092011,2.179988,1,0,0
1,50,60,0,18,6.868536,2.956513,1,0,0
1,42,38,0,15,6.448225,2.710555,0,0,1
1,40,29,0,12,6.001043,2.312164,1,0,0
1,40,53,0,14,5.819549,2.130669,1,0,0
1,40,51,0,12,5.900938,2.212058,1,0,0
1,40,51,0,10,5.181784,1.492904,0,0,1
1,49,49,0,2,5.294309,1.402489,1,0,0
1,60,42,0,12,5.984037,1.889692,1,0,0
1,48,51,0,12,6.440819,2.569618,1,0,0
1,40,34,0,16,6.694178,3.005299,1,0,0
1,55,28,0,16,6.42224,2.414907,1,0,0
1,44,56,0,16,6.729274,2.945085,1,0,0
1,40,50,0,9,6.442874,2.525729,1,0,0
1,40,18,0,12,5.846872,1.704748,0,1,0
1,40,25,0,12,5.675623,2.302585,0,1,0
1,40,21,0,12,5.540871,2.302585,1,0,0
1,40,25,0,11,5.952256,2.302585,1,0,0
1,40,27,0,12,5.690866,2.143589,1,0,0
1,40,29,0,12,6.043772,2.223542,1,0,0
1,40,56,0,12,5.952256,2.064328,1,0,0
1,40,43,0,12,6.252347,2.574519,1,0,0
1,45,63,0,16,6.64539,3.101093,1,0,0
1,40,31,0,12,6.274329,2.545531,1,0,0
1,50,36,0,14,6.809425,3.049799,1,0,0
1,40,29,0,16,6.567431,2.397895,1,0,0
1,40,35,0,16,6.511864,2.525729,1,0,0
1,40,25,0,15,6.109248,2.420368,0,1,0
1,48,40,0,16,7.130899,3.259698,1,0,0
1,39,27,0,12,6.323803,2.660242,0,1,0
1,16,33,0,12,6.907755,4.135167,1,0,0
1,40,46,0,12,5.900938,2.212058,1,0,0
1,40,25,0,12,6.092011,2.403131,0,1,0
1,40,24,0,11,5.441422,1.752542,0,1,0
1,50,32,0,16,6.511864,2.599841,1,0,0
1,51,61,0,12,5.416101,1.484275,1,0,0
1,40,48,0,12,6.453026,2.764147,1,0,0
1,50,40,0,16,6.868536,2.956513,0,1,0
1,45,30,0,16,6.540034,2.733371,1,0,0
1,45,38,0,12,6.288713,2.482051,1,0,0
1,40,18,0,12,5.035978,1.347099,0,1,0
1,38,34,0,13,5.948479,2.310893,1,0,0
1,60,39,0,12,6.42224,2.327895,1,0,0
1,50,37,0,14,6.81724,2.905216,1,0,0
1,44,31,0,13,6.390492,2.606303,1,0,0
1,40,44,0,9,6.437752,2.748872,1,0,0
1,40,33,0,14,5.608482,1.919603,0,1,0
1,40,32,0,12,6.556395,2.867515,0,1,0
1,60,40,0,12,6.64539,2.551045,1,0,0
1,40,42,0,12,6.274875,2.585995,1,0,0
1,47,28,0,16,6.288713,2.438565,0,1,0
1,40,33,0,9,6.309918,2.621039,0,0,1
1,40,27,0,12,6.175389,2.48651,1,0,0
1,56,20,0,12,5.664557,1.639205,0,1,0
1,56,32,0,12,6.214608,2.189256,1,0,0
1,40,28,0,12,6.198682,2.509803,1,0,0
1,40,45,0,16,6.357704,2.668824,1,0,0
1,50,23,0,13,5.595566,1.683543,1,0,0
1,50,29,0,12,6.124093,2.212069,1,0,0
1,60,33,0,11,6.42224,2.327895,1,0,0
1,50,19,0,9,5.846872,1.934849,0,1,0
1,40,41,0,14,6.479922,2.791042,1,0,0
1,4,57,1,16,6.522916,5.136621,0,0,1
1,40,32,0,12,5.630674,1.941795,1,0,0
1,40,38,0,12,6.594099,2.905219,0,0,1
1,42,40,0,12,5.521461,1.783791,0,0,1
1,14,59,0,12,5.878128,3.239071,1,0,0
1,30,34,1,12,6.963842,3.562645,1,0,0
1,52,41,0,12,6.286891,2.335648,1,0,0
1,40,40,0,12,6.113505,2.424626,1,0,0
1,40,46,0,12,6.134569,2.445689,1,0,0
1,40,22,0,12,6.42224,2.733361,0,1,0
1,48,40,0,12,4.14091,0.269709,1,0,0
1,40,56,0,12,6.64539,2.956511,1,0,0
1,40,39,0,12,6.428138,2.739258,0,0,1
1,40,40,0,13,5.789715,2.100836,1,0,0
1,89,46,0,12,5.729093,1.240456,1,0,0
1,48,30,0,12,5.969934,2.098733,1,0,0
1,31,26,1,14,5.664557,2.230569,0,1,0
1,60,46,0,12,6.12021,2.025865,1,0,0
1,40,52,0,12,6.55108,2.862201,1,0,0
1,40,33,0,12,6.092011,2.403131,1,0,0
1,40,31,0,12,5.756849,2.06797,1,0,0
1,52,47,0,12,6.175389,2.224145,0,0,1
1,50,32,0,12,5.986879,2.074856,1,0,0
1,38,59,0,12,6.108358,2.470772,1,0,0
1,40,34,0,12,6.586337,2.897458,1,0,0
1,47,51,0,12,6.001043,2.150896,1,0,0
1,42,35,0,12,5.953347,2.215677,1,0,0
1,40,49,0,12,6.378817,2.689937,1,0,0
1,40,44,0,16,6.785158,3.096279,1,0,0
1,16,18,1,10,4.535499,1.76291,0,1,0
